
============  18-05-23 11:04:59  ==============
05-23 11:05:37.743   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:05:37.753   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:05:37.753   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:37.753   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:05:37.753   181   247 E use-Rlog/RLOG-RIL: [0] usim card, change to sim format
05-23 11:05:37.753   181   247 D use-Rlog/RLOG-RILC: [0] [0035]< SIM_IO {sw1=0x6A,sw2=0x82,(null)}
05-23 11:05:37.753   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:05:37.753   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:05:37.753   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:05:37.753   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 36
05-23 11:05:37.753   181   247 D use-Rlog/RLOG-RILC: [0] [0036]> SIM_IO (cmd=0xC0,efid=0x6FC6,path=3F007FFF,0,0,15,(null),pin2=(null),aid=(null))
05-23 11:05:37.753   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=0
05-23 11:05:37.753   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:05:37.753   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:05:37.753   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=192,28614,0,0,15,0,"3F007FFF"
05-23 11:05:37.753   698   747 D RILJ    : [0]< iccIO:  0x6a 0x82 null
05-23 11:05:37.753   698   747 D RILJ    : [0][3683]< SIM_IO IccIoResponse sw1:0x6a sw2:0x82
05-23 11:05:37.763   698   779 D SPRDUSIMFileHandler: [SPRDUSIMFileHandler] msg.what = 6
05-23 11:05:37.763   698   779 I SPRDUSIMFileHandler: isFinishLoadFile  fileId 28613, pathNum 0
05-23 11:05:37.763   698   779 I SPRDUSIMFileHandler: isDualMapFile  fileId 28613 mDualMapFileList {20272=3F007F105F3A, 28476=3F007FFF}
05-23 11:05:37.773   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 106,130
05-23 11:05:37.773   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:37.773   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:05:37.773   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:05:37.773   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:37.773   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:05:37.773   181   247 E use-Rlog/RLOG-RIL: [0] usim card, change to sim format
05-23 11:05:37.773   181   247 D use-Rlog/RLOG-RILC: [0] [0036]< SIM_IO {sw1=0x6A,sw2=0x82,(null)}
05-23 11:05:37.773   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:05:37.773   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:05:37.773   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:05:37.773   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 37
05-23 11:05:37.773   181   247 D use-Rlog/RLOG-RILC: [0] [0037]> SIM_IO (cmd=0xC0,efid=0x6FC5,path=3F007FFF,0,0,15,(null),pin2=(null),aid=(null))
05-23 11:05:37.773   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=0
05-23 11:05:37.773   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:05:37.773   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:05:37.773   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=192,28613,0,0,15,0,"3F007FFF"
05-23 11:05:37.783   698   747 D RILJ    : [0]< iccIO:  0x6a 0x82 null
05-23 11:05:37.783   698   747 D RILJ    : [0][3684]< SIM_IO IccIoResponse sw1:0x6a sw2:0x82
05-23 11:05:37.783   698   779 D SPRDUSIMFileHandler: [SPRDUSIMFileHandler] msg.what = 6
05-23 11:05:37.783   698   779 I SPRDUSIMFileHandler: isFinishLoadFile  fileId 28614, pathNum 0
05-23 11:05:37.783   698   779 I SPRDUSIMFileHandler: isDualMapFile  fileId 28614 mDualMapFileList {20272=3F007F105F3A, 28476=3F007FFF}
05-23 11:05:37.803   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 106,130
05-23 11:05:37.803   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:37.803   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:05:37.803   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:05:37.803   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:37.803   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:05:37.803   181   247 E use-Rlog/RLOG-RIL: [0] usim card, change to sim format
05-23 11:05:37.803   181   247 D use-Rlog/RLOG-RILC: [0] [0037]< SIM_IO {sw1=0x6A,sw2=0x82,(null)}
05-23 11:05:37.803   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:05:37.803   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:05:37.803   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:05:37.803   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 38
05-23 11:05:37.803   181   247 D use-Rlog/RLOG-RILC: [0] [0038]> SIM_IO (cmd=0xC0,efid=0x6F38,path=3F007FFF,0,0,15,(null),pin2=(null),aid=(null))
05-23 11:05:37.803   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=0
05-23 11:05:37.803   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:05:37.803   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:05:37.803   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=192,28472,0,0,15,0,"3F007FFF"
05-23 11:05:37.803   698   747 D RILJ    : [0]< iccIO:  0x6a 0x82 null
05-23 11:05:37.803   698   747 D RILJ    : [0][3685]< SIM_IO IccIoResponse sw1:0x6a sw2:0x82
05-23 11:05:37.803   698   779 D SPRDUSIMFileHandler: [SPRDUSIMFileHandler] msg.what = 6
05-23 11:05:37.803   698   779 I SPRDUSIMFileHandler: isFinishLoadFile  fileId 28613, pathNum 0
05-23 11:05:37.803   698   779 I SPRDUSIMFileHandler: isDualMapFile  fileId 28613 mDualMapFileList {20272=3F007F105F3A, 28476=3F007FFF}
05-23 11:05:37.823   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,62178202412183026F388A01058B036F06058002000B880120
05-23 11:05:37.823   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:37.823   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:05:37.823   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:05:37.823   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:37.823   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:05:37.823   181   247 E use-Rlog/RLOG-RIL: [0] usim card, change to sim format
05-23 11:05:37.823   181   247 E use-Rlog/RLOG-RIL: [0] sr.simResponse NOT NULL, convert to sim
05-23 11:05:37.823   181   247 E use-Rlog/RLOG-RIL: [0] TYPE_FCP_DES index = 2 
05-23 11:05:37.823   181   247 E use-Rlog/RLOG-RIL: [0] TYPE_FCP_SIZE index = 18 
05-23 11:05:37.823   181   247 E use-Rlog/RLOG-RIL: [0] EF_TYPE_TRANSPARENT
05-23 11:05:37.823   181   247 D use-Rlog/RLOG-RIL: [0] convert to sim done, return:0000000B0000040000000000000000
05-23 11:05:37.823   181   247 D use-Rlog/RLOG-RILC: [0] [0038]< SIM_IO {sw1=0x90,sw2=0x0,0000000B0000040000000000000000}
05-23 11:05:37.823   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:05:37.823   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:05:37.823   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:05:37.823   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 39
05-23 11:05:37.823   181   247 D use-Rlog/RLOG-RILC: [0] [0039]> SIM_IO (cmd=0xC0,efid=0x6F16,path=3F007F20,0,0,15,(null),pin2=(null),aid=(null))
05-23 11:05:37.823   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=0
05-23 11:05:37.823   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:05:37.823   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:05:37.823   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=192,28438,0,0,15,0,"3F007F20"
05-23 11:05:37.823   698   747 D RILJ    : [0]< iccIO:  0x90 0x0 0000000B0000040000000000000000
05-23 11:05:37.833   698   747 D RILJ    : [0][3686]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:05:37.833   698   779 D SPRDUSIMFileHandler: [SPRDUSIMFileHandler] EVENT_GET_BINARY_SIZE_DONE
05-23 11:05:37.833   698   779 D RILJ    : [0][3697]> iccIO: SIM_IO 0xb0 0x6f38  path: 3F007FFF,0,0,11 aid: null
05-23 11:05:37.843   181   231 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:05:37.843   181   231 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:05:37.843   181   231 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:05:37.853   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 106,130
05-23 11:05:37.853   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:37.853   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:05:37.853   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:05:37.853   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:37.853   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:05:37.853   181   247 E use-Rlog/RLOG-RIL: [0] usim card, change to sim format
05-23 11:05:37.853   181   247 D use-Rlog/RLOG-RILC: [0] [0039]< SIM_IO {sw1=0x6A,sw2=0x82,(null)}
05-23 11:05:37.853   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:05:37.853   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:05:37.853   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:05:37.853   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 40
05-23 11:05:37.853   181   247 D use-Rlog/RLOG-RILC: [0] [0040]> SIM_IO (cmd=0xC0,efid=0x6F15,path=3F007F20,0,0,15,(null),pin2=(null),aid=(null))
05-23 11:05:37.853   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=0
05-23 11:05:37.853   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:05:37.853   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:05:37.853   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=192,28437,0,0,15,0,"3F007F20"
05-23 11:05:37.853   698   747 D RILJ    : [0]< iccIO:  0x6a 0x82 null
05-23 11:05:37.853   698   747 D RILJ    : [0][3687]< SIM_IO IccIoResponse sw1:0x6a sw2:0x82
05-23 11:05:37.853   698   779 D SPRDUSIMFileHandler: [SPRDUSIMFileHandler] EVENT_GET_BINARY_SIZE_DONE
05-23 11:05:37.853   698   779 I SPRDUSIMFileHandler: isFinishLoadFile  fileId 28438, pathNum 0
05-23 11:05:37.853   698   779 I SPRDUSIMFileHandler: isDualMapFile  fileId 28438 mDualMapFileList {20272=3F007F105F3A, 28476=3F007FFF}
05-23 11:05:37.883   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 106,130
05-23 11:05:37.883   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:37.883   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:05:37.883   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:05:37.883   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:37.883   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:05:37.883   181   247 E use-Rlog/RLOG-RIL: [0] usim card, change to sim format
05-23 11:05:37.883   181   247 D use-Rlog/RLOG-RILC: [0] [0040]< SIM_IO {sw1=0x6A,sw2=0x82,(null)}
05-23 11:05:37.883   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:05:37.883   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:05:37.883   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:05:37.883   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 41
05-23 11:05:37.883   181   247 D use-Rlog/RLOG-RILC: [0] [0041]> SIM_IO (cmd=0xC0,efid=0x6F3E,path=3F007F105F3A,0,0,15,(null),pin2=(null),aid=(null))
05-23 11:05:37.883   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=0
05-23 11:05:37.883   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:05:37.883   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:05:37.883   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=192,28478,0,0,15,0,"3F007F105F3A"
05-23 11:05:37.903   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 106,130
05-23 11:05:37.903   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:37.903   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:05:37.903   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:05:37.903   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:37.903   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:05:37.913   181   247 E use-Rlog/RLOG-RIL: [0] usim card, change to sim format
05-23 11:05:37.913   181   247 D use-Rlog/RLOG-RILC: [0] [0041]< SIM_IO {sw1=0x6A,sw2=0x82,(null)}
05-23 11:05:37.913   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:05:37.913   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:05:37.913   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:05:37.913   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 42
05-23 11:05:37.913   181   247 D use-Rlog/RLOG-RILC: [0] [0042]> SIM_IO (cmd=0xC0,efid=0x6FB7,path=3F007FFF,0,0,15,(null),pin2=(null),aid=(null))
05-23 11:05:37.913   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=0
05-23 11:05:37.913   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:05:37.913   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:05:37.913   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=192,28599,0,0,15,0,"3F007FFF"
05-23 11:05:37.923   698   747 D RILJ    : [0]< iccIO:  0x6a 0x82 null
05-23 11:05:37.923   698   747 D RILJ    : [0][3688]< SIM_IO IccIoResponse sw1:0x6a sw2:0x82
05-23 11:05:37.923   698   747 D RILJ    : [0]< iccIO:  0x6a 0x82 null
05-23 11:05:37.923   698   747 D RILJ    : [0][3689]< SIM_IO IccIoResponse sw1:0x6a sw2:0x82
05-23 11:05:37.923   698   779 D SPRDUSIMFileHandler: [SPRDUSIMFileHandler] EVENT_GET_BINARY_SIZE_DONE
05-23 11:05:37.923   698   779 I SPRDUSIMFileHandler: isFinishLoadFile  fileId 28437, pathNum 0
05-23 11:05:37.923   698   779 I SPRDUSIMFileHandler: isDualMapFile  fileId 28437 mDualMapFileList {20272=3F007F105F3A, 28476=3F007FFF}
05-23 11:05:37.923   698   779 D SPRDUSIMFileHandler: [SPRDUSIMFileHandler] EVENT_GET_BINARY_SIZE_DONE
05-23 11:05:37.923   698   779 I SPRDUSIMFileHandler: isFinishLoadFile  fileId 28478, pathNum 0
05-23 11:05:37.923   698   779 I SPRDUSIMFileHandler: isDualMapFile  fileId 28478 mDualMapFileList {20272=3F007F105F3A, 28476=3F007FFF}
05-23 11:05:37.923   698   698 D IccCardProxy: [0]Broadcasting intent ACTION_SIM_STATE_CHANGED READY reason null
05-23 11:05:37.923   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,621A8205422100120483026FB78A01058B036F060780020048880108
05-23 11:05:37.933   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:37.933   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:05:37.933   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:05:37.933   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:37.933   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:05:37.933   181   247 E use-Rlog/RLOG-RIL: [0] usim card, change to sim format
05-23 11:05:37.933   181   247 E use-Rlog/RLOG-RIL: [0] sr.simResponse NOT NULL, convert to sim
05-23 11:05:37.933   181   247 E use-Rlog/RLOG-RIL: [0] TYPE_FCP_DES index = 2 
05-23 11:05:37.933   181   247 E use-Rlog/RLOG-RIL: [0] TYPE_FCP_SIZE index = 21 
05-23 11:05:37.933   181   247 E use-Rlog/RLOG-RIL: [0] EF_TYPE_LINEAR_FIXED
05-23 11:05:37.933   181   247 D use-Rlog/RLOG-RIL: [0] convert to sim done, return:000000480000040000000000000112
05-23 11:05:37.933   181   247 D use-Rlog/RLOG-RILC: [0] [0042]< SIM_IO {sw1=0x90,sw2=0x0,000000480000040000000000000112}
05-23 11:05:37.933   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:05:37.933   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:05:37.933   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:05:37.933   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 44
05-23 11:05:37.933   181   247 D use-Rlog/RLOG-RILC: [0] [0044]> SIM_IO (cmd=0xB0,efid=0x2FE2,path=3F00,0,0,10,(null),pin2=(null),aid=(null))
05-23 11:05:37.933   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=0
05-23 11:05:37.933   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:05:37.933   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:05:37.933   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=176,12258,0,0,10,0,"3F00"
05-23 11:05:37.933   698   747 D RILJ    : [0]< iccIO:  0x90 0x0 000000480000040000000000000112
05-23 11:05:37.933   698   747 D RILJ    : [0][3690]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:05:37.933   698   779 D SPRDUSIMFileHandler: [SPRDUSIMFileHandler] msg.what = 6
05-23 11:05:37.933   698   779 D RILJ    : [0][3698]> iccIO: SIM_IO 0xb2 0x6fb7  path: 3F007FFF,1,4,18 aid: null
05-23 11:05:37.933   181   231 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:05:37.933   181   231 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:05:37.933   181   231 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:05:37.963   698   698 D IccCardProxy: [0] phoneid 0 misFirstStarttrue
05-23 11:05:37.963   698   698 D IccCardProxy: [0]Broadcasting intent load iccid
05-23 11:05:37.973   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,98680034917174621685
05-23 11:05:37.973   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:37.973   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:05:37.973   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:05:37.973   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:37.973   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:05:37.973   181   247 D use-Rlog/RLOG-RILC: [0] [0044]< SIM_IO {sw1=0x90,sw2=0x0,98680034917174621685}
05-23 11:05:37.973   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:05:37.973   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:05:37.973   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:05:37.973   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 45
05-23 11:05:37.973   181   247 D use-Rlog/RLOG-RILC: [0] [0045]> SIM_IO (cmd=0xB2,efid=0x6F40,path=3F007FFF,1,4,28,(null),pin2=(null),aid=(null))
05-23 11:05:37.973   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=0
05-23 11:05:37.973   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:05:37.973   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:05:37.973   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,28480,1,4,28,0,"3F007FFF"
05-23 11:05:37.973   698   747 D RILJ    : [0]< iccIO:  0x90 0x0 98680034917174621685
05-23 11:05:37.983   698   747 D RILJ    : [0][3692]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:05:38.003   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,32FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:05:38.003   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:38.003   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:05:38.013   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:05:38.013   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:38.013   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:05:38.013   181   247 D use-Rlog/RLOG-RILC: [0] [0045]< SIM_IO {sw1=0x90,sw2=0x0,32FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:05:38.013   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:05:38.013   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:05:38.013   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:05:38.013   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 46
05-23 11:05:38.013   181   247 D use-Rlog/RLOG-RILC: [0] [0046]> SIM_IO (cmd=0xB2,efid=0x6FC9,path=3F007FFF,1,4,5,(null),pin2=(null),aid=(null))
05-23 11:05:38.013   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=0
05-23 11:05:38.013   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:05:38.013   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:05:38.013   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,28617,1,4,5,0,"3F007FFF"
05-23 11:05:38.013   698   747 D RILJ    : [0]< iccIO:  0x90 0x0 32FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:05:38.013   698   747 D RILJ    : [0][3693]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:05:38.013   698   779 D AdnRecordLoader: ADN EF: 0x6f40:1
05-23 11:05:38.013   698   779 D AdnRecordLoader: 32ffffffffffffffffffffffffffffffffffffffffffffffffffffff
05-23 11:05:38.033   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,0100000000
05-23 11:05:38.033   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:38.033   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:05:38.033   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:05:38.033   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:05:38.033   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:05:38.033   181   247 D use-Rlog/RLOG-RILC: [0] [0046]< SIM_IO {sw1=0x90,sw2=0x0,0100000000}
05-23 11:05:38.033   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:05:38.033   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:05:38.033   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:05:38.033   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 47
05-23 11:05:38.033   181   247 D use-Rlog/RLOG-RILC: [0] [0047]> SIM_IO (cmd=0xB0,efid=0x6FAD,path=3F007FFF,0,0,4,(null),pin2=(null),aid=(null))
05-23 11:05:38.033   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=0
05-23 11:05:38.033   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:05:38.033   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:05:38.033   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=176,28589,0,0,4,0,"3F007FFF"
05-23 11:05:38.033   698   747 D RILJ    : [0]< iccIO:  0x90 0x0 0100000000
