
============  18-05-23 11:27:13  ==============
05-23 11:27:49.971   700   700 D DCT     : [DcT(1)] handleMessage msg={ when=-4s353ms what=270337 obj=android.os.AsyncResult@4229ae00 target=com.android.internal.telephony.dataconnection.MsmsDcTracker }
05-23 11:27:49.971   700   700 D DCT     : [DcT(1)] onRadioAvailable
05-23 11:27:49.971   700   700 D DCT     : [DcT(1)] overall state is IDLE
05-23 11:27:49.971   700   755 D RILJ    : [1][3663]< BASEBAND_VERSION FM_BASE_15C_PIKEL_W17.39.2_P1|sc9820_modem|10-02-2017 20:44:23
05-23 11:27:49.971   183   227 I use-Rlog/RLOG-RILC: [1] enter processCommandsCallback, socket type = 0
05-23 11:27:49.971   700   700 D DCT     : [DcT(1)] handleMessage msg={ when=-4s365ms what=270342 obj=android.os.AsyncResult@4229aea8 target=com.android.internal.telephony.dataconnection.MsmsDcTracker }
05-23 11:27:49.971   700   700 D DCT     : [DcT(1)] handleMessage msg={ when=-4s366ms what=270342 obj=android.os.AsyncResult@4229aea8 target=com.android.internal.telephony.dataconnection.MsmsDcTracker }
05-23 11:27:49.971   183   227 I use-Rlog/RLOG-RILC: [1] enter processCommandsCallback, socket type = 0
05-23 11:27:49.971   700   700 D DCT     : [DcT(1)] handleMessage msg={ when=-4s366ms what=270345 obj=android.os.AsyncResult@4229b170 target=com.android.internal.telephony.dataconnection.MsmsDcTracker }
05-23 11:27:49.971   183   227 I use-Rlog/RLOG-RILC: [1] PCC  alloc one command p_record
05-23 11:27:49.971   183   759 D use-Rlog/RLOG-RILC: [1] PCB request code 39 token 17
05-23 11:27:49.971   183   759 D use-Rlog/RLOG-RILC: [1] [0017]> GET_IMEISV 
05-23 11:27:49.971   183   759 D use-Rlog/RLOG-RIL: [1] onRequest: GET_IMEISV sState=0
05-23 11:27:49.971   183   759 D use-Rlog/RLOG-RIL: [1] channel4 state: '0' 
05-23 11:27:49.971   700   700 D DCT     : [DcT(1)] handleMessage msg={ when=-4s366ms what=270345 obj=android.os.AsyncResult@4229b170 target=com.android.internal.telephony.dataconnection.MsmsDcTracker }
05-23 11:27:49.971   183   759 D use-Rlog/RLOG-RIL: [1] get Channel ID '4'
05-23 11:27:49.971   183   759 D use-Rlog/RLOG-AT: [1] Channel4: AT> AT+SGMR=0,0,2
05-23 11:27:49.971   700   700 D DCT     : [DcT(1)] handleMessage msg={ when=-4s366ms what=270348 obj=android.os.AsyncResult@4229b2c8 target=com.android.internal.telephony.dataconnection.MsmsDcTracker }
05-23 11:27:49.971   700   700 D DCT     : [DcT(1)] handleMessage msg={ when=-4s366ms what=270348 obj=android.os.AsyncResult@4229b2c8 target=com.android.internal.telephony.dataconnection.MsmsDcTracker }
05-23 11:27:49.971   700   700 D DCT     : [DcT(1)] handleMessage msg={ when=-4s365ms what=270439 obj=android.os.AsyncResult@4229b9e8 target=com.android.internal.telephony.dataconnection.MsmsDcTracker }
05-23 11:27:49.971   700   700 D DCT     : [DcT(1)] handleMessage msg={ when=-4s365ms what=270439 obj=android.os.AsyncResult@4229b9e8 target=com.android.internal.telephony.dataconnection.MsmsDcTracker }
05-23 11:27:49.971   700   700 D DCT     : [DcT(1)] EVENT_DATA_RAT_CHANGED
05-23 11:27:49.971   700   700 D IccCardProxy: [1]updateExternalState : mRadioOn = false
05-23 11:27:49.971   700   700 D IccCardProxy: [1] phoneid 1 misFirstStarttrue
05-23 11:27:49.971   700   755 D RILJ    : [1][3664]< GET_IMEI 867400020316620
05-23 11:27:49.971   183   237 D use-Rlog/RLOG-AT: [1] Channel4: AT< +SGMR: 01
05-23 11:27:49.971   183   237 D use-Rlog/RLOG-AT: [1] Channel4: AT< OK
05-23 11:27:49.971   183   759 D use-Rlog/RLOG-RILC: [1] [0017]< GET_IMEISV {01}
05-23 11:27:49.971   183   759 D use-Rlog/RLOG-RIL: [1] put Channel ID '4'
05-23 11:27:49.971   183   759 I use-Rlog/RLOG-RILC: [1] -->CommandThread [759] free one command
05-23 11:27:49.971   700   755 D RILJ    : [1][3665]< GET_IMEISV 01
05-23 11:27:49.981   700   700 D IccCardProxy: [1]updateExternalState : mRadioOn = false
05-23 11:27:49.981   700   700 D IccCardProxy: [1] phoneid 1 misFirstStarttrue
05-23 11:27:49.981   700   700 D DebugService: DebugService DebugService:
05-23 11:27:50.061   671   671 E PHONE   : ServiceState.getNetworkType() DEPRECATED will be removed *******
05-23 11:27:50.081   671   671 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
05-23 11:27:50.081   671   671 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
05-23 11:27:50.081   671   671 W SignalStrength: getGsmLevel=0
05-23 11:27:50.081   671   671 W SignalStrength: getLevel=0
05-23 11:27:50.111   671   671 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
05-23 11:27:50.111   671   671 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
05-23 11:27:50.111   671   671 W SignalStrength: getGsmLevel=0
05-23 11:27:50.111   671   671 W SignalStrength: getLevel=0
05-23 11:27:50.141   671   671 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
05-23 11:27:50.141   671   671 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
05-23 11:27:50.141   671   671 W SignalStrength: getGsmLevel=0
05-23 11:27:50.141   671   671 W SignalStrength: getLevel=0
05-23 11:27:50.461   700   700 D RadioInteractor: [RadioInteractorService]  onCreate.....700
05-23 11:27:50.461   700   700 E RadioInteractor: [RadioInteractorFactory] init() called multiple times!  sInstance = com.android.sprd.telephony.RadioInteractorFactory@4221a658
05-23 11:27:50.461   700   700 D RadioInteractor: [RadioInteractorService] onBind onBind onBind......
05-23 11:27:50.832   700   700 D RadioInteractor: [RadioInteractorHandler] EVENT_UNSOL_RI_CONNECTED
05-23 11:27:50.832   700   700 D RadioInteractor: [RadioInteractorHandler] EVENT_UNSOL_RI_CONNECTED
05-23 11:27:50.842   700   700 D DCT     : [DcT(0)] handleMessage msg={ when=-3s343ms what=270369 obj=android.os.AsyncResult@422cd9f0 target=com.android.internal.telephony.dataconnection.MsmsDcTracker }
05-23 11:27:50.842   700   700 D DCT     : [DcT(0)] handleMessage msg={ when=-3s344ms what=270369 obj=android.os.AsyncResult@422cd9f0 target=com.android.internal.telephony.dataconnection.MsmsDcTracker }
05-23 11:27:50.842   700   700 D IccCardProxy: [0]updateExternalState : mRadioOn = false
05-23 11:27:50.842   700   700 D IccCardProxy: [0] phoneid 0 misFirstStarttrue
05-23 11:27:50.842   700   700 D UiccController: [0]Received EVENT_GET_ICC_STATUS_DONE
05-23 11:27:50.842   700   700 D UiccController: [0]onGetIccCardStatusDone : appStatus[0].app_state = APPSTATE_READY
05-23 11:27:50.842   700   700 D UiccCard: Creating
05-23 11:27:50.842   700   700 D UiccCard: update : phoneId = 0 mCardState = CARDSTATE_PRESENT oldState = CARDSTATE_PRESENT
05-23 11:27:50.842   700   700 D UiccCard: 1 applications
05-23 11:27:50.842   700   700 D UiccCardApplication: Creating UiccApp: {APPTYPE_USIM,APPSTATE_READY,pin1=PINSTATE_UNKNOWN,pin2=PINSTATE_UNKNOWN}
05-23 11:27:51.242   700   700 W VoiceMailConstants: Can't open /system/etc/voicemail-conf.xml
05-23 11:27:51.773   700   700 D SIMRecords: [SIMRecords] SIMRecords: onRadioOffOrNotAvailable set 'gsm.sim.operator.numeric' to operator=null
05-23 11:27:51.773   700   700 D PhoneFactory: setSystemProperty >>>>>>  value = null
05-23 11:27:51.773   700   700 D PhoneFactory: setSystemProperty >>>>>>  value = null
05-23 11:27:51.773   700   700 D PhoneFactory: setSystemProperty >>>>>>  value = null
05-23 11:27:51.773   700   700 D UiccCardApplication: Notifying 1 registrant: READY
05-23 11:27:51.773   700   700 D SIMRecords: [SIMRecords] getOperatorNumeric: IMSI == null
05-23 11:27:51.773   700   700 D SIMRecords: [SIMRecords] SIMRecords X ctor this=SimRecords: mDestroyed=false mContext=com.android.phone.MsmsPhoneGlobals@42257af8 mCi=com.android.internal.telephony.SprdRIL@422635b0 mFh=Handler (com.sprd.internal.telephony.uicc.SPRDUsimFileHandler) {422aee80} mParentApp=com.android.internal.telephony.uicc.UiccCardApplication@422f5228 recordsLoadedRegistrants=android.os.RegistrantList@4229db60 mImsiReadyRegistrants=android.os.RegistrantList@422fc5f0 mRecordsEventsRegistrants=android.os.RegistrantList@422ea640 mNewSmsRegistrants=android.os.RegistrantList@422dbe58 mNetworkSelectionModeAutomaticRegistrants=android.os.RegistrantList@42327258 recordsToLoad=0 adnCache=Handler (com.android.internal.telephony.uicc.AdnRecordCache) {422d6cb0} recordsRequested=false iccid=null msisdn=null msisdnTag=null voiceMailNum=null voiceMailTag=null newVoiceMailNum=null newVoiceMailTag=null isVoiceMailFixed=false countVoiceMessages=0 mImsi=null mncLength=-1 mailboxIndex=0 spn=null mVmConfigcom.android.internal.telephony.uicc.VoiceMailConstants@4222c410 mSpnOverride=mSpnOverride callForwardingEnabled=false spnState=null mCphsInfo=null mCspPlmnEnabled=true efMWIS=null efCPHS_MWI=null mEfCff=null mEfCfis=null getOperatorNumeric=null
05-23 11:27:51.783   700   700 D RILJ    : [0][3666]> QUERY_FACILITY_LOCK [FD 7 null]
05-23 11:27:51.783   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:27:51.783   182   239 D use-Rlog/RLOG-RILC: [0] PCB request code 42 token 18
05-23 11:27:51.783   182   239 D use-Rlog/RLOG-RILC: [0] [0018]> QUERY_FACILITY_LOCK (FD,,7,(null))
05-23 11:27:51.783   182   239 D use-Rlog/RLOG-RIL: [0] onRequest: QUERY_FACILITY_LOCK sState=0
05-23 11:27:51.783   182   239 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:27:51.783   182   239 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:27:51.783   182   239 E use-Rlog/RLOG-RIL: [0] type = FD 
05-23 11:27:51.783   182   239 D use-Rlog/RLOG-RIL: [0] requestFacilityLock: AT+CLCK="FD",2,"",7
05-23 11:27:51.783   182   239 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CLCK="FD",2,"",7
05-23 11:27:51.783   700   700 D RILJ    : [0][3667]> QUERY_FACILITY_LOCK [SC 7 null]
05-23 11:27:51.783   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CLCK: 0
05-23 11:27:51.783   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:27:51.783   182   239 D use-Rlog/RLOG-RILC: [0] [0018]< QUERY_FACILITY_LOCK {0,7}
05-23 11:27:51.783   182   239 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:27:51.783   182   239 I use-Rlog/RLOG-RILC: [0] -->slowDispatch [239] free one command
05-23 11:27:51.783   700   751 D RILJ    : [0][3666]< QUERY_FACILITY_LOCK {0, 7}
05-23 11:27:51.783   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:27:51.783   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:27:51.783   182   239 D use-Rlog/RLOG-RILC: [0] PCB request code 42 token 19
05-23 11:27:51.783   182   239 D use-Rlog/RLOG-RILC: [0] [0019]> QUERY_FACILITY_LOCK (SC,,7,(null))
05-23 11:27:51.783   182   239 D use-Rlog/RLOG-RIL: [0] onRequest: QUERY_FACILITY_LOCK sState=0
05-23 11:27:51.783   182   239 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:27:51.783   182   239 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:27:51.783   182   239 E use-Rlog/RLOG-RIL: [0] type = SC 
05-23 11:27:51.783   182   239 D use-Rlog/RLOG-RIL: [0] requestFacilityLock: AT+CLCK="SC",2,"",7
05-23 11:27:51.783   182   239 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CLCK="SC",2,"",7
05-23 11:27:51.793   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CLCK: 0
05-23 11:27:51.793   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:27:51.793   182   239 D use-Rlog/RLOG-RILC: [0] [0019]< QUERY_FACILITY_LOCK {0,7}
05-23 11:27:51.793   182   239 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:27:51.793   182   239 I use-Rlog/RLOG-RILC: [0] -->slowDispatch [239] free one command
05-23 11:27:51.793   700   751 D RILJ    : [0][3667]< QUERY_FACILITY_LOCK {0, 7}
05-23 11:27:51.793   700   700 D CAT     : StkServiceProxy: getInstance  phoneId = 0
05-23 11:27:51.793   700   700 D CAT     : StkServiceProxy: CatServiceSprd.getInstance
05-23 11:27:51.803   700   700 D CAT     : CatService: registerForRecordsLoaded slotid=0 instance:Handler (com.android.internal.telephony.cat.CatService) {42338080}
05-23 11:27:51.813   700   700 D CAT     : CatService: Running CAT service on Slotid: 0. STK app installed:true
05-23 11:27:51.813   700   700 E UiccCard: App index 8 is invalid since there are no applications
05-23 11:27:51.813   700   700 E UiccCard: App index 8 is invalid since there are no applications
05-23 11:27:51.813   700   700 D UiccCard: update: radioState=RADIO_OFF mLastRadioState=RADIO_UNAVAILABLE
05-23 11:27:51.813   700   700 D UiccController: [0]Notifying IccChangedRegistrants
05-23 11:27:52.183   700   700 D UiccController: [1]Received EVENT_GET_ICC_STATUS_DONE
05-23 11:27:52.183   700   700 D UiccCard: Creating
05-23 11:27:52.183   700   700 D UiccCard: update : phoneId = 1 mCardState = CARDSTATE_ABSENT oldState = CARDSTATE_ABSENT
05-23 11:27:52.183   700   700 D UiccCard: 0 applications
05-23 11:27:52.183   700   700 E UiccCard: App index 8 is invalid since there are no applications
05-23 11:27:52.183   700   700 E UiccCard: App index 8 is invalid since there are no applications
05-23 11:27:52.183   700   700 E UiccCard: App index 8 is invalid since there are no applications
05-23 11:27:52.183   700   700 D UiccCard: update: radioState=RADIO_OFF mLastRadioState=RADIO_UNAVAILABLE
05-23 11:27:52.183   700   700 D UiccController: [1]Notifying IccChangedRegistrants
05-23 11:27:52.183   700   700 D DCT     : [DcT(1)] handleMessage msg={ when=-4s655ms what=270369 obj=android.os.AsyncResult@422e6fc8 target=com.android.internal.telephony.dataconnection.MsmsDcTracker }
05-23 11:27:52.183   700   700 D DCT     : [DcT(1)] handleMessage msg={ when=-4s655ms what=270369 obj=android.os.AsyncResult@422e6fc8 target=com.android.internal.telephony.dataconnection.MsmsDcTracker }
05-23 11:27:52.183   700   700 D IccCardProxy: [1]Icc changed. Reregestering.
05-23 11:27:52.183   700   700 D UiccCard: registerForAbsent : mCardState = CARDSTATE_ABSENT phoneId = 1
05-23 11:27:52.183   700   700 D IccCardProxy: [1]updateExternalState : mRadioOn = false
05-23 11:27:52.183   700   700 D IccCardProxy: [1] phoneid 1 misFirstStarttrue
05-23 11:27:52.183   700   700 D UiccController: [1]Received EVENT_GET_ICC_STATUS_DONE
05-23 11:27:52.183   700   700 D UiccCard: update : phoneId = 1 mCardState = CARDSTATE_ABSENT oldState = CARDSTATE_ABSENT
05-23 11:27:52.183   700   700 D UiccCard: 0 applications
05-23 11:27:52.183   700   700 E UiccCard: App index 8 is invalid since there are no applications
05-23 11:27:52.183   700   700 E UiccCard: App index 8 is invalid since there are no applications
05-23 11:27:52.183   700   700 E UiccCard: App index 8 is invalid since there are no applications
05-23 11:27:52.183   700   700 D UiccCard: update: radioState=RADIO_OFF mLastRadioState=RADIO_OFF
05-23 11:27:52.183   700   700 D UiccController: [1]Notifying IccChangedRegistrants
05-23 11:27:52.183   700   700 D UiccController: [0]Received EVENT_GET_ICC_STATUS_DONE
05-23 11:27:52.183   700   700 D UiccController: [0]onGetIccCardStatusDone : appStatus[0].app_state = APPSTATE_READY
05-23 11:27:52.183   700   700 D UiccCard: update : phoneId = 0 mCardState = CARDSTATE_PRESENT oldState = CARDSTATE_PRESENT
05-23 11:27:52.183   700   700 D UiccCard: 1 applications
05-23 11:27:52.183   700   700 D UiccCardApplication: APPTYPE_USIM update. New {APPTYPE_USIM,APPSTATE_READY,pin1=PINSTATE_UNKNOWN,pin2=PINSTATE_UNKNOWN}
05-23 11:27:52.183   700   700 D RILJ    : [0][3668]> QUERY_FACILITY_LOCK [FD 7 null]
05-23 11:27:52.193   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:27:52.193   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:27:52.193   182   239 D use-Rlog/RLOG-RILC: [0] PCB request code 42 token 20
05-23 11:27:52.193   182   239 D use-Rlog/RLOG-RILC: [0] [0020]> QUERY_FACILITY_LOCK (FD,,7,(null))
05-23 11:27:52.193   182   239 D use-Rlog/RLOG-RIL: [0] onRequest: QUERY_FACILITY_LOCK sState=0
05-23 11:27:52.193   182   239 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:27:52.193   182   239 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:27:52.193   182   239 E use-Rlog/RLOG-RIL: [0] type = FD 
05-23 11:27:52.193   182   239 D use-Rlog/RLOG-RIL: [0] requestFacilityLock: AT+CLCK="FD",2,"",7
05-23 11:27:52.193   182   239 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CLCK="FD",2,"",7
05-23 11:27:52.193   700   700 D RILJ    : [0][3669]> QUERY_FACILITY_LOCK [SC 7 null]
05-23 11:27:52.193   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CLCK: 0
05-23 11:27:52.193   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:27:52.203   182   239 D use-Rlog/RLOG-RILC: [0] [0020]< QUERY_FACILITY_LOCK {0,7}
05-23 11:27:52.203   182   239 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:27:52.203   182   239 I use-Rlog/RLOG-RILC: [0] -->slowDispatch [239] free one command
05-23 11:27:52.203   700   751 D RILJ    : [0][3668]< QUERY_FACILITY_LOCK {0, 7}
05-23 11:27:52.203   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:27:52.203   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:27:52.203   182   239 D use-Rlog/RLOG-RILC: [0] PCB request code 42 token 21
05-23 11:27:52.203   182   239 D use-Rlog/RLOG-RILC: [0] [0021]> QUERY_FACILITY_LOCK (SC,,7,(null))
05-23 11:27:52.203   182   239 D use-Rlog/RLOG-RIL: [0] onRequest: QUERY_FACILITY_LOCK sState=0
05-23 11:27:52.203   182   239 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:27:52.203   182   239 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:27:52.203   182   239 E use-Rlog/RLOG-RIL: [0] type = SC 
05-23 11:27:52.203   182   239 D use-Rlog/RLOG-RIL: [0] requestFacilityLock: AT+CLCK="SC",2,"",7
05-23 11:27:52.203   182   239 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CLCK="SC",2,"",7
05-23 11:27:52.203   700   700 D CAT     : StkServiceProxy: getInstance  phoneId = 0
05-23 11:27:52.203   700   700 D CAT     : StkServiceProxy: CatServiceSprd.update
05-23 11:27:52.203   700   700 E UiccCard: App index 8 is invalid since there are no applications
05-23 11:27:52.203   700   700 E UiccCard: App index 8 is invalid since there are no applications
05-23 11:27:52.203   700   700 D UiccCard: update: radioState=RADIO_OFF mLastRadioState=RADIO_OFF
05-23 11:27:52.203   700   700 D UiccController: [0]Notifying IccChangedRegistrants
05-23 11:27:52.203   700   700 D CallManager:  handleMessage (EVENT_SERVICE_STATE_CHANGED)
05-23 11:27:52.203   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CLCK: 0
05-23 11:27:52.203   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:27:52.203   182   239 D use-Rlog/RLOG-RILC: [0] [0021]< QUERY_FACILITY_LOCK {0,7}
05-23 11:27:52.203   182   239 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:27:52.203   182   239 I use-Rlog/RLOG-RILC: [0] -->slowDispatch [239] free one command
05-23 11:27:52.203   700   751 D RILJ    : [0][3669]< QUERY_FACILITY_LOCK {0, 7}
05-23 11:27:52.243   700   700 D DCT     : [DcT(0)] handleMessage msg={ when=-4s338ms what=270439 obj=android.os.AsyncResult@422ee760 target=com.android.internal.telephony.dataconnection.MsmsDcTracker }
05-23 11:27:52.243   700   700 D DCT     : [DcT(0)] handleMessage msg={ when=-4s339ms what=270439 obj=android.os.AsyncResult@422ee760 target=com.android.internal.telephony.dataconnection.MsmsDcTracker }
05-23 11:27:52.243   700   700 D DCT     : [DcT(0)] EVENT_DATA_RAT_CHANGED
05-23 11:27:52.253   700   700 D DCT     : [DcT(0)] onReceive: action=android.intent.action.BATTERY_CHANGED
05-23 11:27:52.253   700   700 D DCT     : [DcT(1)] onReceive: action=android.intent.action.BATTERY_CHANGED
05-23 11:27:52.333   700   700 D GSMPhone: Baseband version: FM_BASE_15C_PIKEL_W17.39.2_P1|sc9820_modem|10-02-2017 20:44:23
05-23 11:27:52.333   700   700 D PhoneFactory: setSystemProperty >>>>>>  value = FM_BASE_15C_PIKEL_W17.39.2_P1|sc9820_modem|10-02-2017 20:44:23
05-23 11:27:52.383   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.383   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.383   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.383   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.383   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.393   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.393   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.393   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.393   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.393   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.403   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.403   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.423   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.423   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.423   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.423   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.423   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.423   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.433   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.433   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.433   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.433   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.433   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.433   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.433   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.433   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.433   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.433   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.443   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.443   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.443   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.443   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.443   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.443   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.453   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.453   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.453   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.453   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.453   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.453   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.453   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.453   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.463   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.463   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.463   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.463   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.463   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.463   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.463   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.463   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.473   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.473   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.473   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.473   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.473   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.473   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.473   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.473   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.473   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.473   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.483   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.483   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
05-23 11:27:52.483   700   700 D DCT     : [DcT(0)] getDataOnRoamingEnabled, settingValue: 0
05-23 11:27:52.483   700   700 D DCT     : [DcT(0)] isDataRoamingEnabled=false
